DateTime,Logined Users,Machine Load
2022-10-14 10:35:25,7,5.5
2022-10-14 10:36:43,7,5.0
2022-10-14 10:40:40,7,5.25
2022-10-14 10:40:52,7,5.5
2022-10-14 10:46:11,7,7.0
2022-10-14 10:51:13,7,6.0
2022-10-14 10:56:21,7,5.5
2022-10-14 11:01:26,7,6.0
2022-10-14 11:06:17,7,6.0
2022-10-14 11:11:26,7,6.5
2022-10-14 11:16:21,7,6.0
2022-10-14 11:21:26,7,5.0
2022-10-14 11:26:21,7,7.5
2022-10-14 11:31:17,7,6.5
2022-10-14 11:36:17,7,9.25
2022-10-14 11:41:26,7,7.25
2022-10-14 11:46:21,7,5.75
2022-10-14 11:51:26,7,5.5
2022-10-14 11:56:21,7,5.0
2022-10-14 12:01:26,7,7.0
2022-10-14 12:06:16,7,5.75
2022-10-14 12:11:17,7,4.75
2022-10-14 12:16:21,7,6.5
2022-10-14 12:21:17,7,7.25
2022-10-14 12:26:17,7,6.75
2022-10-14 12:31:26,7,7.75
2022-10-14 12:36:17,7,7.5
2022-10-14 12:41:26,7,7.5
2022-10-14 12:46:21,7,7.0
2022-10-14 12:51:26,7,7.0
2022-10-14 12:56:26,7,6.25
2022-10-14 13:01:26,7,5.5
2022-10-14 13:06:26,7,5.5
2022-10-14 13:11:17,7,7.75
2022-10-14 13:16:26,7,7.25
2022-10-14 13:21:17,7,6.75
2022-10-14 13:26:21,7,5.75
2022-10-14 13:31:26,7,6.75
2022-10-14 13:36:17,7,7.75
2022-10-14 13:41:26,7,7.5
2022-10-14 13:46:21,7,6.5
2022-10-14 13:51:16,7,5.75
2022-10-14 13:56:21,7,5.0
2022-10-14 14:01:26,7,6.25
2022-10-14 14:06:17,7,5.75
2022-10-14 14:11:26,7,6.75
2022-10-14 14:16:21,7,6.25
2022-10-14 14:21:26,7,6.5
2022-10-14 14:26:21,7,5.75
2022-10-14 14:31:16,7,7.25
2022-10-14 14:36:17,9,12.0
2022-10-14 14:41:26,9,45.75
2022-10-14 14:46:21,9,64.75
2022-10-14 14:51:26,9,73.75
2022-10-14 14:56:21,9,77.75
2022-10-14 15:01:26,9,80.0
2022-10-14 15:06:17,9,80.75
2022-10-14 15:11:17,9,80.0
2022-10-14 15:16:21,9,80.0
2022-10-14 15:21:17,9,71.75
2022-10-14 15:26:21,9,30.5
2022-10-14 15:31:26,9,15.25
2022-10-14 15:36:21,9,8.75
2022-10-14 15:41:26,9,7.75
2022-10-14 15:46:21,9,6.75
2022-10-14 15:51:25,9,6.0
2022-10-14 15:56:20,9,6.0
2022-10-14 16:01:17,9,5.5
2022-10-14 16:06:16,9,5.75
2022-10-14 16:11:26,9,6.75
2022-10-14 16:16:20,9,5.75
2022-10-14 16:21:26,9,5.5
2022-10-14 16:26:20,9,6.0
2022-10-14 16:31:25,9,5.75
2022-10-14 16:36:17,9,7.5
2022-10-14 16:41:17,9,5.75
2022-10-14 16:46:20,9,5.75
2022-10-14 16:51:16,9,7.0
2022-10-14 16:56:20,9,8.0
2022-10-14 17:01:25,9,6.25
2022-10-14 17:06:20,9,5.5
