DateTime,Logined Users,Machine Load
2022-10-20 07:18:55,0,0.0
2022-10-20 07:21:18,0,0.0
2022-10-20 07:26:18,0,0.5
2022-10-20 07:31:18,0,0.0
2022-10-20 07:36:09,0,0.0
2022-10-20 07:41:18,0,0.0
2022-10-20 07:46:09,0,0.0
2022-10-20 07:51:09,0,0.0
2022-10-20 07:56:18,0,0.0
2022-10-20 08:01:18,0,0.25
2022-10-20 08:06:09,0,0.75
2022-10-20 08:11:18,0,0.25
2022-10-20 08:16:18,0,0.0
2022-10-20 08:21:09,0,0.25
2022-10-20 08:26:09,0,0.0
2022-10-20 08:31:18,0,0.0
2022-10-20 08:36:09,0,0.25
2022-10-20 08:41:18,0,0.0
2022-10-20 08:46:09,0,0.0
2022-10-20 08:51:18,0,0.0
2022-10-20 08:56:18,0,0.0
2022-10-20 09:01:18,0,0.0
2022-10-20 09:06:09,0,0.5
2022-10-20 09:11:18,0,0.0
2022-10-20 09:16:18,0,0.0
2022-10-20 09:21:09,0,0.25
2022-10-20 09:26:09,0,0.25
2022-10-20 09:31:18,0,0.0
2022-10-20 09:36:09,0,0.0
2022-10-20 09:41:18,0,0.0
2022-10-20 09:46:10,0,0.0
2022-10-20 09:51:18,0,0.0
2022-10-20 09:56:18,0,0.0
2022-10-20 10:01:18,0,0.0
2022-10-20 10:06:09,0,0.0
2022-10-20 10:11:18,0,0.25
2022-10-20 10:16:18,0,0.0
2022-10-20 10:21:09,0,0.25
2022-10-20 10:26:18,0,0.25
2022-10-20 10:31:18,0,0.0
2022-10-20 10:36:09,0,0.25
2022-10-20 10:41:18,0,0.0
2022-10-20 10:46:09,0,0.0
2022-10-20 10:51:18,0,0.0
2022-10-20 10:56:18,0,0.0
2022-10-20 11:01:18,0,0.0
2022-10-20 11:06:09,0,0.0
2022-10-20 11:11:18,0,0.0
2022-10-20 11:16:18,0,0.0
2022-10-20 11:21:09,0,0.0
2022-10-20 11:26:09,0,0.5
2022-10-20 11:31:18,0,0.0
2022-10-20 11:36:09,0,0.5
2022-10-20 11:41:18,0,0.0
2022-10-20 11:46:18,0,0.0
2022-10-20 11:51:09,0,0.0
2022-10-20 11:56:18,0,0.0
2022-10-20 12:01:18,0,0.5
2022-10-20 12:06:09,0,0.25
2022-10-20 12:11:09,0,0.0
2022-10-20 12:16:18,0,0.25
2022-10-20 12:21:09,0,0.0
2022-10-20 12:26:18,0,0.5
2022-10-20 12:31:18,0,0.5
2022-10-20 12:36:09,0,0.5
2022-10-20 12:41:18,0,0.0
2022-10-20 12:46:18,0,0.0
2022-10-20 12:51:09,0,0.0
2022-10-20 12:56:18,0,0.0
2022-10-20 13:01:18,0,0.25
2022-10-20 13:38:37,0,0.0
2022-10-20 14:27:06,0,0.0
2022-10-20 14:31:09,0,0.0
2022-10-20 14:36:18,0,0.0
2022-10-20 14:41:18,0,0.0
2022-10-20 14:46:18,0,0.0
2022-10-20 14:51:09,0,0.0
2022-10-20 14:56:18,0,0.0
2022-10-20 15:01:18,0,0.0
2022-10-20 15:06:09,0,0.0
2022-10-20 15:11:18,0,0.0
2022-10-20 15:16:18,0,0.0
2022-10-20 15:21:09,0,0.0
2022-10-20 15:26:18,0,0.0
2022-10-20 15:31:18,0,0.0
2022-10-20 15:36:09,0,0.0
2022-10-20 15:41:09,0,0.0
2022-10-20 15:46:18,0,0.0
2022-10-20 15:51:09,0,0.0
2022-10-20 15:56:18,0,0.0
2022-10-20 16:01:18,0,0.0
2022-10-20 16:06:09,0,0.0
2022-10-20 16:11:18,0,0.0
2022-10-20 16:16:09,0,0.0
2022-10-20 16:21:18,0,0.0
2022-10-20 16:26:18,0,0.0
2022-10-20 16:31:18,0,0.0
2022-10-20 16:36:09,0,0.0
